id,age,margins,districts_and_neighborhoods,periods,municipality,region_type,big_or_small,underweight,overweight,severe_overweight,smoker,drinker,heavy_drinker,severe_drinker,one_or_more_long-term_conditions,restricted_because_of_health,long-term_illnesses_and-limited,moderate_high-risk_anxiety_depression,lonely,very_serious_lonely,emotionally_lonely,experienced_health_good_very_good,weekly_athletes,visual_restriction,motor_restriction,socially_lonely,normal_weight,complies_with_alcohol_directive,severely_restricted-due_to_health,comply_with_exercise_guideline,high-risk_anxiety_depression,hearing_restriction
286091,53115,MBG0095,BU16211111,2020JJ00,Lansingerland                           ,Buurt     ,S,2.6,49.9,16.1,17.6,81.5,8.5,6.0,29.3,25.4,23.8,47.9,47.8,11.5,29.9,85.4,56.6,5.2,6.4,29.6,53.3,46.9,4.3,53.6,7.8,4.0
286094,53115,MBG0095,BU16211121,2020JJ00,Lansingerland                           ,Buurt     ,S,5.4,52.7,16.2,20.3,95.9,14.9,10.8,31.1,24.3,23.0,50.0,48.6,12.2,29.7,97.3,73.0,6.8,5.4,31.1,67.6,43.2,5.4,64.9,8.1,4.1
286100,53115,MBG0095,BU16211211,2020JJ00,Lansingerland                           ,Buurt     ,S,3.0,48.8,14.3,15.1,86.0,8.8,6.4,28.0,23.4,21.9,44.4,44.6,9.9,26.6,88.0,62.3,4.7,4.7,27.6,54.8,44.0,3.6,56.3,6.5,3.1
286103,53115,MBG0095,BU16211221,2020JJ00,Lansingerland                           ,Buurt     ,S,2.5,46.9,13.3,14.0,86.5,8.5,5.8,26.3,21.4,19.8,42.8,42.2,8.5,24.6,88.8,63.5,3.9,3.9,25.7,56.2,42.3,2.9,55.1,5.6,2.6
286106,53115,MBG0095,BU16211231,2020JJ00,Lansingerland                           ,Buurt     ,S,2.8,49.7,15.9,18.4,80.8,8.1,5.3,26.8,23.4,21.5,49.0,48.4,12.6,31.0,87.2,60.3,4.9,5.8,29.6,54.5,48.3,4.2,54.5,8.5,3.8
286112,53115,MBG0095,BU16211311,2020JJ00,Lansingerland                           ,Buurt     ,S,3.0,51.0,16.6,18.0,84.1,9.1,6.6,28.6,24.7,23.1,47.0,46.4,11.0,28.2,87.0,59.7,5.0,5.5,28.9,53.7,45.0,4.0,56.0,7.6,3.7
286115,53115,MBG0095,BU16211321,2020JJ00,Lansingerland                           ,Buurt     ,S,2.5,49.7,15.0,15.5,83.4,8.1,5.6,27.1,22.9,21.3,45.1,45.7,10.6,27.7,87.6,61.6,4.6,5.0,28.6,54.3,45.5,3.5,54.5,6.6,3.2
286118,53115,MBG0095,BU16211331,2020JJ00,Lansingerland                           ,Buurt     ,S,2.8,48.2,15.0,18.1,83.3,8.6,5.3,25.3,21.7,20.1,48.3,45.1,11.1,29.0,90.0,65.3,4.2,4.8,27.1,58.2,46.1,3.4,56.1,8.0,3.4
286124,53115,MBG0095,BU16211411,2020JJ00,Lansingerland                           ,Buurt     ,S,5.4,50.7,16.2,17.6,94.6,14.9,12.2,31.1,25.7,24.3,46.7,45.9,10.8,27.0,97.3,78.4,6.8,6.8,29.7,68.9,45.9,4.1,65.6,6.8,5.4
286130,53115,MBG0095,BU16211514,2020JJ00,Lansingerland                           ,Buurt     ,S,3.4,51.9,14.9,15.9,91.9,10.8,8.5,28.8,24.1,22.6,43.9,44.1,9.5,25.1,92.2,68.5,5.4,4.4,28.1,58.0,41.4,4.1,57.6,6.1,3.7
286133,53115,MBG0095,BU16211522,2020JJ00,Lansingerland                           ,Buurt     ,S,5.3,56.0,18.7,22.7,92.0,14.7,12.0,33.3,29.3,28.0,49.3,48.0,13.3,29.3,93.3,68.0,9.3,8.0,33.3,62.7,48.0,6.7,64.0,9.3,5.3
286136,53115,MBG0095,BU16211531,2020JJ00,Lansingerland                           ,Buurt     ,S,4.2,53.1,16.7,19.3,89.6,12.0,8.3,30.7,26.6,24.5,47.9,46.9,10.4,28.1,91.7,66.7,5.7,5.2,29.2,58.1,45.8,4.7,59.4,7.8,5.2
286139,53115,MBG0095,BU16211543,2020JJ00,Lansingerland                           ,Buurt     ,S,5.3,51.6,16.8,18.9,92.6,13.7,10.5,30.5,25.3,24.2,47.4,47.4,11.6,27.4,95.8,72.6,6.3,5.3,30.5,65.3,45.3,4.8,61.1,8.4,4.2
286142,53115,MBG0095,BU16211552,2020JJ00,Lansingerland                           ,Buurt     ,S,6.6,54.1,18.0,21.3,95.1,18.0,13.1,29.5,26.2,24.6,50.8,47.5,13.1,29.5,98.4,75.4,8.2,6.6,31.1,67.2,45.9,4.9,63.9,8.2,4.9
286148,53115,MBG0095,BU16212111,2020JJ00,Lansingerland                           ,Buurt     ,S,3.5,52.0,17.5,20.8,79.8,9.2,6.6,30.4,27.2,25.4,51.8,52.8,15.3,34.9,85.4,58.0,6.9,8.2,34.2,54.2,49.8,5.5,55.9,10.3,5.7
286151,53115,MBG0095,BU16212121,2020JJ00,Lansingerland                           ,Buurt     ,S,3.0,50.4,15.6,17.3,86.9,9.5,7.0,28.6,24.2,22.8,46.2,47.4,10.9,28.9,88.9,63.1,4.7,4.9,29.5,56.4,45.2,3.8,57.3,7.0,3.4
286154,53115,MBG0095,BU16212131,2020JJ00,Lansingerland                           ,Buurt     ,S,2.8,53.0,17.5,19.8,81.6,8.9,6.2,29.3,25.8,24.3,49.0,48.6,12.5,30.7,85.9,56.3,5.5,6.6,30.5,51.9,48.2,4.7,55.4,8.6,4.3
286163,53115,MBG0095,BU16212211,2020JJ00,Lansingerland                           ,Buurt     ,S,3.5,54.7,19.5,20.9,77.7,9.1,6.6,33.7,30.2,28.6,52.6,53.7,15.3,35.1,84.7,55.3,7.7,9.3,35.1,53.1,54.0,6.0,55.8,10.2,5.8
286166,53115,MBG0095,BU16212221,2020JJ00,Lansingerland                           ,Buurt     ,S,2.8,53.0,17.6,20.9,83.6,10.0,6.6,30.3,27.1,25.4,49.8,49.3,13.2,31.7,85.5,56.8,5.1,6.2,31.3,52.6,46.3,4.8,54.5,8.6,4.5
286169,53115,MBG0095,BU16212231,2020JJ00,Lansingerland                           ,Buurt     ,S,2.6,51.0,15.1,14.7,88.6,9.0,6.9,29.5,24.4,22.6,42.9,42.6,8.9,24.2,89.5,62.3,4.1,4.1,26.5,55.4,44.2,3.4,56.3,5.6,3.0
286172,53115,MBG0095,BU16212241,2020JJ00,Lansingerland                           ,Buurt     ,S,3.5,50.8,16.2,17.0,89.5,10.3,7.3,29.2,24.1,22.4,46.5,45.7,10.3,27.3,90.5,63.8,4.6,4.3,28.1,57.6,44.3,3.8,58.4,7.0,3.5
286181,53115,MBG0095,BU16212311,2020JJ00,Lansingerland                           ,Buurt     ,S,2.5,48.8,14.7,16.1,84.0,7.6,4.7,24.5,20.5,19.0,46.2,44.4,10.5,27.6,89.9,62.6,3.8,4.1,26.9,56.7,47.6,3.2,55.5,7.1,3.1
286184,53115,MBG0095,BU16212321,2020JJ00,Lansingerland                           ,Buurt     ,S,2.5,51.9,16.7,17.5,81.7,7.7,5.3,28.8,25.0,23.7,47.2,47.8,11.8,29.7,86.1,58.9,4.9,6.1,29.9,52.5,49.8,4.3,54.3,7.7,3.8
286187,53115,MBG0095,BU16212331,2020JJ00,Lansingerland                           ,Buurt     ,S,2.4,49.9,15.0,15.7,84.9,8.1,5.8,26.7,21.9,20.4,44.6,44.8,9.9,26.9,88.5,62.5,4.2,4.4,27.4,54.4,46.4,3.2,55.0,6.2,2.9
286193,53115,MBG0095,BU16212412,2020JJ00,Lansingerland                           ,Buurt     ,S,2.8,48.6,13.8,16.7,88.9,11.3,8.6,26.8,22.9,21.4,42.3,41.3,8.4,22.8,90.2,61.7,4.1,3.9,26.2,56.5,40.5,3.2,56.1,5.4,3.1
286199,53115,MBG0095,BU16212511,2020JJ00,Lansingerland                           ,Buurt     ,S,3.4,52.1,17.0,18.7,81.6,9.0,6.7,28.5,24.9,23.1,48.1,48.5,11.9,29.7,88.5,60.7,5.6,6.5,30.7,55.5,51.0,4.5,58.0,8.3,4.7
286202,53115,MBG0095,BU16212521,2020JJ00,Lansingerland                           ,Buurt     ,S,3.0,47.0,13.5,14.5,87.0,8.9,6.5,27.1,22.7,21.2,43.7,43.8,9.5,26.0,89.6,66.7,4.3,4.4,27.4,58.7,44.6,3.7,57.4,6.2,3.2
286205,53115,MBG0095,BU16212531,2020JJ00,Lansingerland                           ,Buurt     ,S,2.8,53.7,18.0,18.1,81.9,8.7,6.5,31.1,27.3,25.6,47.4,47.3,11.2,28.5,85.8,57.2,5.6,6.8,30.3,51.9,49.2,4.6,55.5,7.8,4.0
286208,53115,MBG0095,BU16212541,2020JJ00,Lansingerland                           ,Buurt     ,S,3.2,45.9,12.9,13.7,88.5,9.8,7.0,27.7,22.9,21.6,43.0,43.3,9.1,25.1,89.8,66.3,4.1,3.9,27.0,59.1,43.5,3.4,59.3,5.9,3.0
286214,53115,MBG0095,BU16212611,2020JJ00,Lansingerland                           ,Buurt     ,S,2.4,47.1,12.8,12.4,88.0,7.9,5.5,25.2,20.3,19.1,41.5,41.7,8.3,23.9,90.9,67.8,3.4,3.2,25.2,57.9,43.9,2.8,56.9,5.0,2.4
286217,53115,MBG0095,BU16212621,2020JJ00,Lansingerland                           ,Buurt     ,S,4.6,53.4,16.8,18.3,92.4,13.0,9.2,30.5,25.2,22.9,47.3,48.1,11.5,29.0,93.9,72.5,6.1,5.3,32.1,62.6,45.0,4.6,62.6,7.6,4.6
286229,53115,MBG0095,BU16212711,2020JJ00,Lansingerland                           ,Buurt     ,S,2.9,49.2,15.4,15.8,83.8,8.4,6.1,27.1,23.7,22.0,46.4,47.2,11.8,28.9,88.9,64.1,5.7,6.1,29.8,58.2,50.3,4.1,58.2,7.5,3.6
286232,53115,MBG0095,BU16212721,2020JJ00,Lansingerland                           ,Buurt     ,S,2.5,46.6,13.9,14.1,87.0,8.1,5.8,26.7,21.6,20.2,44.2,43.7,9.6,25.8,89.6,67.2,4.2,4.5,26.8,58.9,45.7,3.4,56.8,6.1,2.9
286235,53115,MBG0095,BU16212731,2020JJ00,Lansingerland                           ,Buurt     ,S,2.5,45.9,12.6,13.4,87.4,7.6,5.2,23.8,18.9,17.4,42.1,41.7,8.6,24.5,91.4,69.1,3.4,3.3,24.6,59.4,44.5,2.7,57.9,5.6,2.5
286238,53115,MBG0095,BU16212741,2020JJ00,Lansingerland                           ,Buurt     ,S,2.6,46.3,13.5,15.0,89.1,7.9,5.3,23.5,18.2,17.0,44.9,42.3,9.2,26.4,92.6,70.3,3.2,3.2,24.6,60.3,44.2,2.6,57.7,6.3,2.4
286244,53115,MBG0095,BU16212814,2020JJ00,Lansingerland                           ,Buurt     ,S,2.8,50.2,14.2,15.7,90.1,11.2,8.7,26.1,21.6,20.3,42.7,42.1,8.0,23.4,91.1,66.2,3.9,3.5,25.8,56.3,39.0,3.0,56.2,5.4,2.8
286247,53115,MBG0095,BU16212823,2020JJ00,Lansingerland                           ,Buurt     ,S,7.1,78.6,35.7,28.6,100.0,21.4,21.4,50.0,46.6,42.9,64.3,64.3,21.4,42.9,100.0,78.6,14.3,14.3,42.9,71.4,64.3,14.3,78.6,14.3,14.3
286250,53115,MBG0095,BU16212833,2020JJ00,Lansingerland                           ,Buurt     ,S,11.8,64.7,29.4,29.4,88.2,17.6,11.8,41.2,35.3,35.3,64.7,76.5,29.4,52.9,100.0,76.5,17.6,17.6,56.0,76.5,76.5,11.8,76.5,17.6,17.6
286253,53115,MBG0095,BU16212843,2020JJ00,Lansingerland                           ,Buurt     ,S,6.9,62.1,20.7,24.1,100.0,20.7,17.2,37.9,31.0,31.0,55.2,51.7,13.8,31.0,100.0,79.3,10.3,6.9,34.5,72.4,48.3,6.9,72.4,10.3,6.9
286256,53115,MBG0095,BU16212851,2020JJ00,Lansingerland                           ,Buurt     ,S,2.8,47.5,13.9,16.3,89.2,8.7,5.6,23.6,18.9,17.1,47.5,43.8,10.2,27.8,93.3,70.7,3.5,3.5,25.8,61.0,43.8,2.8,57.5,7.2,2.8
286259,53115,MBG0095,BU16212864,2020JJ00,Lansingerland                           ,Buurt     ,S,11.8,58.8,23.5,23.5,100.0,23.5,23.5,41.2,35.3,29.4,52.9,52.9,17.6,35.3,94.1,82.4,11.8,5.9,35.3,82.4,52.9,5.9,82.4,11.8,5.9
286265,53115,MBG0095,BU16213111,2020JJ00,Lansingerland                           ,Buurt     ,S,2.9,52.7,17.1,18.9,87.7,10.1,7.5,29.7,25.3,24.0,47.3,45.9,11.0,28.1,89.2,61.5,4.8,5.5,29.0,55.2,44.4,4.4,56.0,7.3,4.2
286268,53115,MBG0095,BU16213121,2020JJ00,Lansingerland                           ,Buurt     ,S,3.0,54.0,18.2,19.7,81.1,8.9,6.7,30.6,27.4,25.5,49.4,49.1,12.7,30.9,86.5,56.4,6.0,7.3,31.5,52.3,48.9,4.9,55.0,8.6,4.8
286271,53115,MBG0095,BU16213133,2020JJ00,Lansingerland                           ,Buurt     ,S,4.8,54.8,17.9,20.9,94.0,15.5,11.9,33.3,28.6,26.2,47.6,47.6,10.7,27.4,94.0,73.8,7.1,6.0,31.0,63.1,44.0,6.0,63.1,8.3,4.8
286274,53115,MBG0095,BU16213141,2020JJ00,Lansingerland                           ,Buurt     ,S,2.8,50.0,15.8,16.6,84.4,8.9,6.3,28.9,25.4,23.6,47.4,46.5,11.0,29.2,87.4,60.9,4.9,6.1,28.9,54.7,46.3,4.4,54.7,7.3,3.8
286277,53115,MBG0095,BU16213162,2020JJ00,Lansingerland                           ,Buurt     ,S,5.0,62.5,22.5,25.0,97.5,17.5,15.0,40.0,35.0,32.5,51.3,52.5,15.0,32.5,97.5,72.5,7.5,7.5,37.5,65.0,50.0,7.5,70.0,10.0,7.5
286283,53115,MBG0095,BU16213211,2020JJ00,Lansingerland                           ,Buurt     ,S,3.1,49.2,14.7,15.8,88.2,10.1,7.4,29.3,25.1,23.5,45.1,44.3,10.1,26.8,89.8,64.5,4.8,5.2,28.5,57.3,43.0,4.1,56.9,6.5,3.8
286286,53115,MBG0095,BU16213221,2020JJ00,Lansingerland                           ,Buurt     ,S,3.0,51.0,16.2,16.9,83.5,9.0,6.5,29.2,25.4,23.7,47.2,45.7,10.9,28.2,87.6,59.3,5.4,5.9,28.8,53.8,46.9,4.2,55.5,7.2,4.1
286289,53115,MBG0095,BU16213231,2020JJ00,Lansingerland                           ,Buurt     ,S,2.8,52.4,17.5,19.7,80.0,8.6,6.1,30.7,27.5,25.5,49.8,49.1,12.6,31.1,85.2,55.5,5.7,7.0,31.8,51.8,48.7,4.8,53.9,8.7,4.6
286295,53115,MBG0095,BU16213251,2020JJ00,Lansingerland                           ,Buurt     ,S,3.0,52.3,16.7,17.7,86.0,9.7,6.7,28.5,24.4,22.7,47.0,45.0,10.4,27.7,89.1,62.2,4.7,5.0,27.9,54.2,45.5,3.8,55.5,7.4,3.5
286298,53115,MBG0095,BU16213261,2020JJ00,Lansingerland                           ,Buurt     ,S,2.8,50.9,16.2,17.5,84.1,8.3,5.8,27.4,23.1,21.3,47.1,46.3,11.4,28.8,89.3,61.6,4.9,5.3,28.8,55.5,48.5,4.0,56.5,7.5,3.8
286304,53115,MBG0095,BU16213312,2020JJ00,Lansingerland                           ,Buurt     ,S,3.7,48.9,13.8,17.2,90.1,12.2,9.5,26.3,22.1,20.7,44.6,42.4,8.7,23.1,91.7,63.3,4.4,3.7,27.2,57.8,39.4,3.0,56.3,5.3,3.0
286307,53115,MBG0095,BU16213323,2020JJ00,Lansingerland                           ,Buurt     ,S,5.7,53.8,17.9,21.7,91.5,14.2,12.3,32.1,27.4,25.5,50.0,50.0,13.2,30.2,92.5,60.4,6.6,6.6,34.9,62.3,47.2,5.7,58.5,7.5,5.7
286310,53115,MBG0095,BU16213334,2020JJ00,Lansingerland                           ,Buurt     ,S,6.1,63.6,24.2,30.3,97.0,18.2,16.7,39.4,33.3,33.3,57.6,51.5,15.2,33.3,97.0,75.8,9.1,9.1,36.4,66.7,51.5,9.1,69.7,9.1,6.1
286313,53115,MBG0095,BU16213344,2020JJ00,Lansingerland                           ,Buurt     ,S,5.0,55.0,19.2,23.3,91.7,14.2,11.7,32.5,29.2,27.5,53.3,48.3,12.5,30.0,92.5,63.3,5.8,6.7,32.5,60.0,45.8,5.0,58.3,8.3,5.0
286823,53115,MBG0095,BU05460000,2020JJ00,Leiden                                  ,Buurt     ,B,4.8,28.0,7.1,27.5,93.3,23.5,14.0,22.8,18.9,16.8,66.7,52.4,12.9,39.6,89.6,72.4,3.0,2.6,26.9,73.1,25.7,2.4,68.5,10.4,2.4
286826,53115,MBG0095,BU05460001,2020JJ00,Leiden                                  ,Buurt     ,B,4.8,30.9,8.3,25.2,91.9,19.8,12.6,25.4,21.6,19.6,64.9,53.9,13.7,39.5,88.8,70.0,3.7,3.4,28.7,71.6,29.8,3.3,65.7,10.4,2.8
286829,53115,MBG0095,BU05460002,2020JJ00,Leiden                                  ,Buurt     ,B,4.3,34.2,9.6,24.5,92.7,19.1,12.3,27.2,22.2,20.1,63.2,52.2,13.8,37.8,89.2,70.9,4.1,3.9,29.1,69.5,30.1,3.7,66.8,10.1,3.1
286832,53115,MBG0095,BU05460003,2020JJ00,Leiden                                  ,Buurt     ,B,4.4,31.8,8.6,24.7,92.2,19.7,11.3,25.1,20.9,19.0,64.5,52.3,13.2,38.3,88.5,70.5,3.4,3.4,28.0,69.6,28.3,3.1,65.5,10.3,2.7
286838,53115,MBG0095,BU05460100,2020JJ00,Leiden                                  ,Buurt     ,B,5.1,30.9,8.7,27.0,92.7,20.7,12.3,24.9,20.8,19.1,66.7,53.5,14.0,40.0,89.5,71.3,3.7,3.6,28.3,71.8,28.5,3.4,66.3,11.0,3.0
286841,53115,MBG0095,BU05460101,2020JJ00,Leiden                                  ,Buurt     ,B,4.8,30.4,8.4,27.4,91.4,21.8,12.5,24.6,20.8,18.9,66.3,53.3,13.6,39.7,88.0,69.8,3.7,3.6,28.1,70.5,27.4,3.2,67.1,10.9,2.8
286844,53115,MBG0095,BU05460102,2020JJ00,Leiden                                  ,Buurt     ,B,4.9,30.8,7.7,26.8,93.9,21.2,12.1,24.3,19.6,17.4,65.1,54.1,14.2,40.6,90.5,72.4,3.3,2.9,29.2,71.5,27.2,2.9,68.0,10.3,2.8
286847,53115,MBG0095,BU05460103,2020JJ00,Leiden                                  ,Buurt     ,B,4.8,32.2,9.1,25.4,89.6,20.1,11.9,26.2,22.0,20.0,65.3,53.3,14.4,39.7,87.4,69.0,4.5,4.6,29.2,69.3,31.1,3.6,67.1,11.1,3.2
286850,53115,MBG0095,BU05460104,2020JJ00,Leiden                                  ,Buurt     ,B,5.5,34.3,10.2,26.9,89.5,18.3,11.4,26.6,23.6,21.1,67.9,58.2,15.9,43.4,88.5,68.1,4.8,4.7,32.1,69.4,34.3,4.0,65.9,12.2,4.0
286853,53115,MBG0095,BU05460105,2020JJ00,Leiden                                  ,Buurt     ,B,4.1,37.2,11.5,27.1,87.5,17.6,10.9,28.8,25.4,23.4,64.2,55.8,16.2,41.1,85.6,64.7,5.5,6.0,32.7,65.2,34.6,5.0,64.1,11.3,4.3
286856,53115,MBG0095,BU05460106,2020JJ00,Leiden                                  ,Buurt     ,B,4.9,39.5,12.8,29.2,89.7,18.0,11.2,29.5,26.1,23.9,64.7,56.9,17.9,42.0,86.8,65.6,5.8,6.0,34.2,66.1,35.3,5.4,66.7,12.1,4.7
286859,53115,MBG0095,BU05460107,2020JJ00,Leiden                                  ,Buurt     ,B,4.2,40.5,13.1,24.7,84.9,15.5,9.8,31.7,28.0,26.1,63.0,55.3,16.1,39.5,83.5,62.6,6.3,7.3,33.2,62.3,38.1,5.8,62.1,11.4,4.6
286862,53115,MBG0095,BU05460108,2020JJ00,Leiden                                  ,Buurt     ,B,5.9,31.4,8.9,27.5,94.5,23.4,14.9,26.1,22.0,20.2,67.5,55.3,14.3,41.6,90.6,72.7,3.9,3.4,29.5,73.0,28.6,3.2,68.0,11.8,3.2
286865,53115,MBG0095,BU05460109,2020JJ00,Leiden                                  ,Buurt     ,B,3.3,44.0,14.9,23.8,85.7,13.3,8.7,30.1,26.2,24.3,58.7,50.9,13.6,34.5,85.0,60.2,5.4,6.5,30.3,59.3,39.0,5.1,62.0,9.7,4.0
286871,53115,MBG0095,BU05460200,2020JJ00,Leiden                                  ,Buurt     ,B,4.3,34.3,9.1,20.9,90.6,13.7,8.9,24.9,20.9,19.3,61.9,54.3,13.2,38.8,89.1,68.5,3.5,3.2,29.1,67.4,32.6,2.8,63.1,9.0,2.9
286877,53115,MBG0095,BU05460300,2020JJ00,Leiden                                  ,Buurt     ,B,3.2,39.0,10.5,17.3,88.4,10.7,7.2,25.9,21.8,19.9,54.2,49.1,11.6,32.9,88.7,65.6,3.7,3.7,28.0,63.4,37.9,3.2,62.1,7.4,2.7
286880,53115,MBG0095,BU05460301,2020JJ00,Leiden                                  ,Buurt     ,B,3.4,44.2,15.1,24.4,74.9,12.3,7.8,30.9,28.6,26.5,61.7,55.5,16.2,39.0,81.1,56.1,7.6,9.1,33.6,57.4,45.5,5.9,60.4,11.8,5.7
286883,53115,MBG0095,BU05460302,2020JJ00,Leiden                                  ,Buurt     ,B,3.2,47.9,17.2,25.4,73.6,11.3,7.3,31.8,29.5,27.1,61.2,56.1,16.3,38.5,80.1,53.5,8.1,9.9,34.1,53.6,46.8,6.3,59.5,11.8,6.1
286889,53115,MBG0095,BU05460400,2020JJ00,Leiden                                  ,Buurt     ,B,3.2,47.7,16.1,23.0,79.5,10.3,7.0,32.1,28.5,26.7,57.8,54.5,15.8,37.4,82.8,59.3,6.5,7.8,34.3,55.9,46.3,6.1,57.7,11.0,5.2
286892,53115,MBG0095,BU05460401,2020JJ00,Leiden                                  ,Buurt     ,B,3.5,39.4,10.9,19.7,90.5,12.7,8.4,26.8,22.0,20.3,54.8,48.1,11.4,31.7,88.5,67.8,3.8,3.8,27.2,63.1,34.6,3.5,62.5,8.1,3.0
286895,53115,MBG0095,BU05460402,2020JJ00,Leiden                                  ,Buurt     ,B,3.8,41.2,11.8,17.3,89.7,11.1,8.0,28.1,23.2,21.3,54.2,49.2,11.7,32.8,89.3,68.8,3.9,3.8,29.0,62.7,39.2,3.7,61.3,7.9,2.9
286898,53115,MBG0095,BU05460403,2020JJ00,Leiden                                  ,Buurt     ,B,3.7,37.3,8.8,13.6,93.0,11.5,9.4,25.7,20.1,18.6,47.8,41.4,8.1,24.7,91.8,72.9,3.3,2.7,23.8,66.1,34.5,2.7,64.4,5.3,1.9
286901,53115,MBG0095,BU05460404,2020JJ00,Leiden                                  ,Buurt     ,B,3.1,40.1,11.0,16.9,89.5,10.7,7.4,28.0,23.2,21.5,51.8,46.3,10.7,29.3,87.9,67.3,4.0,4.3,27.2,62.2,37.6,3.9,60.3,7.1,2.8
286904,53115,MBG0095,BU05460405,2020JJ00,Leiden                                  ,Buurt     ,B,3.3,40.6,12.0,20.6,86.5,13.2,9.4,29.5,25.6,23.4,56.5,49.2,12.3,32.5,85.8,62.9,4.9,5.7,29.4,61.5,38.3,4.6,61.5,8.4,3.5
286907,53115,MBG0095,BU05460406,2020JJ00,Leiden                                  ,Buurt     ,B,4.2,36.1,10.4,23.1,88.1,13.8,7.8,26.0,21.8,19.9,63.9,54.5,14.1,39.4,86.3,67.9,3.7,4.1,29.7,65.1,34.8,3.5,61.4,11.0,3.2
286913,53115,MBG0095,BU05460408,2020JJ00,Leiden                                  ,Buurt     ,B,2.6,47.7,14.1,15.9,84.1,8.3,6.5,28.4,23.7,22.0,47.9,46.7,11.0,28.3,87.9,62.0,4.9,5.0,29.5,55.7,44.0,3.9,57.9,6.7,3.4
286916,53115,MBG0095,BU05460409,2020JJ00,Leiden                                  ,Buurt     ,B,3.5,42.9,11.2,13.3,91.8,9.6,8.2,27.6,21.4,19.8,45.9,44.8,9.6,27.1,92.2,71.9,4.5,3.5,27.8,63.3,39.2,3.1,63.1,5.7,2.5
286922,53115,MBG0095,BU05460500,2020JJ00,Leiden                                  ,Buurt     ,B,4.4,32.1,7.9,19.5,92.5,16.2,11.6,25.0,20.5,18.6,56.7,47.4,10.6,31.9,90.2,70.8,3.1,2.9,25.8,69.6,30.9,2.9,65.3,7.8,2.5
286925,53115,MBG0095,BU05460501,2020JJ00,Leiden                                  ,Buurt     ,B,3.9,40.5,12.8,22.6,85.6,13.6,9.2,29.4,26.4,24.0,61.9,53.4,13.8,36.7,85.5,63.3,5.3,5.9,30.4,62.8,39.4,4.7,61.9,10.3,4.0
286928,53115,MBG0095,BU05460502,2020JJ00,Leiden                                  ,Buurt     ,B,3.6,45.3,15.3,24.9,79.9,13.4,8.3,31.0,28.1,25.9,62.2,56.8,16.5,39.6,82.3,58.7,6.6,8.0,34.0,57.5,43.9,6.0,58.9,11.6,5.1
286931,53115,MBG0095,BU05460503,2020JJ00,Leiden                                  ,Buurt     ,B,3.5,48.5,16.8,24.6,75.8,10.7,6.9,31.6,29.0,26.5,61.9,58.8,17.7,41.3,81.0,54.4,7.3,8.8,35.9,53.5,48.7,6.0,57.6,11.7,5.6
286934,53115,MBG0095,BU05460504,2020JJ00,Leiden                                  ,Buurt     ,B,3.8,44.6,14.4,22.6,75.7,12.9,8.4,30.0,27.8,25.3,61.7,55.2,16.2,38.0,82.2,57.6,7.2,8.3,32.7,56.8,46.1,5.4,60.0,11.0,5.1
286937,53115,MBG0095,BU05460505,2020JJ00,Leiden                                  ,Buurt     ,B,5.1,44.3,13.7,22.7,92.5,15.9,11.4,30.2,26.3,23.9,58.4,52.9,14.1,35.7,90.6,70.2,4.7,4.3,31.4,63.9,36.5,4.3,63.0,11.0,3.9
286940,53115,MBG0095,BU05460506,2020JJ00,Leiden                                  ,Buurt     ,B,3.2,47.7,16.3,22.4,71.6,9.9,7.0,32.8,31.1,28.2,60.8,57.1,17.1,39.0,80.1,53.6,8.5,10.5,35.8,54.7,51.8,6.7,58.7,11.5,6.5
286943,53115,MBG0095,BU05460507,2020JJ00,Leiden                                  ,Buurt     ,B,3.2,49.7,16.6,22.4,81.7,10.1,7.5,32.4,29.1,26.5,56.8,55.5,15.4,37.3,83.6,56.5,6.2,7.5,34.6,54.2,46.8,5.5,57.1,10.1,5.4
286949,53115,MBG0095,BU05460600,2020JJ00,Leiden                                  ,Buurt     ,B,4.3,37.5,11.4,24.3,88.0,15.8,9.8,27.0,24.1,22.0,63.7,54.5,14.5,38.9,86.8,65.7,4.6,4.8,30.3,65.0,35.4,4.2,63.3,10.9,3.9
286952,53115,MBG0095,BU05460601,2020JJ00,Leiden                                  ,Buurt     ,B,3.2,46.1,15.0,20.5,79.9,9.1,6.4,30.3,28.1,25.6,58.0,54.5,14.3,36.4,83.5,56.3,5.8,7.2,33.2,55.5,46.1,5.0,57.2,9.5,4.6
286955,53115,MBG0095,BU05460602,2020JJ00,Leiden                                  ,Buurt     ,B,3.2,48.8,16.3,21.9,75.8,9.4,6.2,31.3,29.1,26.6,59.3,56.1,16.2,38.1,81.9,54.5,6.9,8.6,34.9,53.1,49.2,5.6,57.0,10.7,5.3
286961,53115,MBG0095,BU05460700,2020JJ00,Leiden                                  ,Buurt     ,B,5.6,31.5,8.5,21.0,89.1,12.7,7.2,24.5,20.9,18.5,66.5,58.3,14.1,42.6,89.6,71.0,2.8,2.5,30.2,69.5,37.8,2.2,61.3,11.0,3.0
286964,53115,MBG0095,BU05460701,2020JJ00,Leiden                                  ,Buurt     ,B,4.1,41.1,12.0,18.1,85.6,10.1,7.4,28.0,23.9,22.0,55.5,54.8,14.7,37.1,88.0,62.9,4.5,4.9,33.8,61.9,44.4,3.8,59.9,8.8,4.0
