underweight,overweight,severe_overweight,drinker,heavy_drinker,severe_drinker,one_or_more_long-term_conditions,restricted_because_of_health,long-term_illnesses_and-limited,moderate_high-risk_anxiety_depression,lonely,very_serious_lonely,emotionally_lonely,experienced_health_good_very_good,weekly_athletes,visual_restriction,motor_restriction,socially_lonely,normal_weight,complies_with_alcohol_directive,severely_restricted-due_to_health,comply_with_exercise_guideline,high-risk_anxiety_depression,hearing_restriction,big_small,smoker_p
3.2,58.5,23.6,54.0,8.6,5.3,32.4,33.2,29.9,64.9,64.6,24.2,46.4,73.5,42.8,13.1,16.0,44.8,44.1,65.7,7.9,48.2,16.6,8.3,1,32.1
3.1,56.6,22.3,50.9,7.2,4.1,30.9,31.5,28.2,64.5,63.5,24.2,45.8,74.9,43.4,12.7,15.6,44.4,45.6,68.1,7.4,46.0,16.0,8.1,1,29.0
2.8,49.4,16.4,74.5,9.2,5.1,28.4,25.7,23.3,54.9,55.5,16.4,37.3,81.3,57.2,8.1,9.4,36.0,53.2,49.0,5.1,50.7,10.4,5.1,1,22.1
3.1,57.8,23.2,47.5,7.0,3.9,33.6,34.9,31.6,65.0,63.8,23.8,46.0,71.7,43.4,14.6,18.5,45.6,44.7,70.3,8.7,46.1,17.3,9.1,1,28.0
3.0,58.4,24.2,46.7,6.4,3.5,35.7,36.5,33.2,64.8,66.5,25.7,47.1,69.5,42.6,15.8,18.9,47.6,43.4,71.1,9.6,46.6,17.6,9.9,1,27.9
3.1,44.5,16.1,78.4,11.6,7.1,29.4,26.4,24.1,57.4,56.2,16.9,38.9,81.7,60.1,8.0,8.6,35.6,58.0,42.4,5.5,52.0,11.1,4.8,1,24.3
2.5,54.6,18.4,75.4,7.3,5.1,28.7,25.4,23.3,50.0,51.7,13.6,32.9,83.2,51.8,5.6,6.7,33.5,47.3,52.8,4.0,46.1,8.8,3.8,1,20.7
2.8,58.2,22.7,60.7,6.8,4.1,32.3,31.2,28.7,58.7,61.9,20.6,42.6,75.3,42.9,9.9,12.8,42.6,43.3,63.2,6.9,44.1,13.3,7.0,1,27.0
2.7,57.8,22.4,65.4,6.9,4.7,32.4,30.8,28.4,57.3,59.2,18.3,39.6,75.7,42.9,8.9,11.5,39.8,42.8,60.0,6.3,44.8,12.2,6.1,1,26.4
2.7,59.6,23.3,66.5,6.7,4.3,32.7,31.1,28.6,56.4,59.1,18.2,39.2,75.5,42.0,9.4,12.4,40.2,41.7,61.1,6.4,43.9,12.0,6.0,1,26.1
2.2,58.9,20.3,82.9,8.8,6.4,29.9,26.7,25.1,49.2,48.7,12.7,29.9,82.9,52.6,5.3,6.5,32.1,44.9,43.3,4.4,48.6,8.0,3.9,1,22.9
2.7,46.9,14.2,83.6,8.2,5.6,26.8,22.4,20.7,47.9,47.7,11.3,29.4,85.9,61.0,4.5,5.0,29.6,54.6,43.7,3.1,49.2,7.2,2.7,1,16.7
3.2,52.3,17.9,82.9,9.4,6.8,30.0,26.8,24.9,51.9,51.7,13.7,32.9,84.1,55.9,5.3,6.6,32.7,51.6,46.5,4.7,50.0,9.0,4.1,1,21.2
2.5,53.1,18.5,76.2,8.3,5.8,33.0,30.0,27.8,53.1,55.3,16.1,36.3,78.7,52.3,7.6,9.6,36.6,48.4,50.9,5.9,48.0,10.1,5.0,1,22.4
3.0,48.8,16.3,77.9,9.1,5.9,29.2,26.6,24.3,56.0,57.8,16.6,39.4,80.5,55.7,6.6,8.2,36.9,52.1,48.1,5.1,50.8,10.8,4.6,1,23.7
2.4,53.3,18.5,75.3,7.9,5.4,31.9,29.2,27.2,52.7,54.3,15.6,36.1,79.2,50.7,7.3,9.3,35.4,47.8,51.8,5.8,50.0,10.1,5.0,1,22.8
2.5,55.4,19.6,73.6,7.6,5.1,32.3,29.5,27.5,53.1,54.9,16.2,37.0,79.1,49.1,7.4,9.7,36.5,45.5,54.1,5.8,48.7,10.4,5.1,1,23.4
2.8,54.2,19.5,72.3,8.3,5.4,33.6,31.6,29.4,56.9,60.2,19.0,42.1,76.4,49.4,8.9,11.5,41.3,47.5,55.3,6.9,48.6,12.0,6.0,1,25.4
2.2,48.1,13.6,82.9,7.1,4.6,24.7,20.8,19.3,44.3,44.1,9.8,26.5,87.8,61.4,3.9,4.2,27.6,53.2,46.6,2.9,50.5,5.9,2.6,1,14.3
3.8,56.8,20.0,85.9,9.7,7.0,29.7,26.5,24.9,49.2,50.8,14.6,31.4,90.3,62.7,5.9,6.5,34.1,55.1,54.6,4.9,54.1,9.2,4.9,1,19.2
3.2,56.4,21.4,64.6,10.7,6.1,29.7,28.8,25.8,61.7,64.4,21.5,45.9,77.0,47.2,10.7,12.5,42.8,47.9,57.5,6.4,50.5,14.4,7.2,1,34.3
3.0,54.1,19.9,72.5,10.2,5.9,28.7,27.1,24.0,60.3,63.7,20.8,45.0,78.9,48.8,8.4,10.1,41.9,49.4,51.6,5.5,50.2,13.0,6.0,1,33.7
2.7,59.5,23.9,59.7,7.2,4.0,33.5,32.9,30.2,59.1,63.3,21.7,43.4,73.8,43.2,10.2,13.7,43.9,42.0,64.4,7.4,45.1,14.5,7.6,1,28.6
2.9,54.5,20.1,67.2,8.2,4.6,30.5,28.7,26.0,58.9,61.6,20.1,42.3,77.2,48.2,8.6,11.1,41.4,47.2,57.0,6.2,49.5,12.9,6.1,1,28.8
4.2,63.8,26.9,74.2,11.2,8.1,43.5,41.2,38.8,64.6,69.6,26.5,48.8,73.5,45.4,11.5,16.5,50.8,45.4,58.5,10.4,52.7,17.3,8.8,1,39.2
3.3,54.5,20.4,72.4,10.9,6.8,31.4,28.8,26.3,60.7,62.8,20.7,44.1,80.5,51.8,9.1,10.9,40.8,51.5,53.6,6.2,49.2,13.2,6.3,1,30.5
2.8,60.1,24.3,57.4,6.3,3.4,31.9,31.1,28.1,58.5,63.8,21.9,43.1,74.8,42.9,10.7,13.8,44.3,41.3,67.5,6.8,45.6,13.9,7.7,1,27.5
3.6,64.1,26.4,72.6,10.9,8.2,44.4,42.6,40.1,59.0,62.9,22.8,42.9,73.9,45.9,11.9,16.7,45.1,44.1,59.6,11.2,48.9,15.5,8.8,1,34.3
2.7,59.8,23.6,79.1,9.5,6.3,33.1,30.6,28.7,52.9,55.0,16.1,35.1,80.2,48.1,7.5,10.4,38.0,45.1,48.9,6.5,48.1,11.2,5.5,1,27.0
2.3,61.7,23.3,72.8,7.0,4.4,31.3,29.1,27.2,52.2,55.4,16.4,35.5,78.9,48.0,7.4,9.8,37.6,41.2,55.8,5.2,46.1,10.6,5.1,1,24.1
2.4,60.8,23.1,75.7,7.4,4.8,31.6,29.3,27.7,52.1,53.5,15.3,33.8,78.8,47.7,7.4,9.6,35.8,41.5,52.8,5.2,46.4,10.3,4.9,1,24.1
2.6,49.1,13.8,90.7,11.0,7.0,26.1,22.2,20.1,43.1,41.0,8.6,23.1,89.6,65.6,3.7,3.4,26.1,56.4,34.8,3.3,58.6,5.6,3.3,1,17.3
2.7,54.2,18.8,83.9,10.0,6.6,33.2,31.1,29.1,51.2,50.7,14.0,32.5,80.7,53.0,6.0,7.9,33.9,48.8,41.0,5.9,55.5,9.5,4.4,1,24.4
6.5,61.3,22.6,96.8,19.4,16.1,35.5,35.5,32.3,58.1,54.8,16.1,35.5,96.8,74.2,9.7,6.5,41.9,67.7,48.4,6.5,71.0,12.9,6.5,1,25.8
4.9,67.2,26.2,88.5,14.8,11.5,37.7,32.8,31.1,57.4,57.4,19.7,39.3,91.8,65.6,9.8,9.8,41.0,55.7,54.1,6.6,60.7,12.3,6.6,1,29.5
4.8,40.4,11.3,84.1,10.7,5.5,19.7,16.0,13.2,62.5,69.4,21.8,53.8,89.4,62.4,6.6,4.8,42.4,64.8,48.7,2.6,60.1,12.2,4.9,1,27.6
9.1,72.7,36.4,90.9,27.3,18.2,54.5,54.5,54.5,72.7,72.7,27.3,54.5,100.0,81.8,18.2,18.2,54.5,72.7,72.7,18.2,81.8,18.2,18.2,1,54.5
15.4,76.9,38.5,92.3,30.8,23.1,53.8,53.8,53.8,84.6,84.6,38.5,76.9,92.3,69.2,23.1,23.1,69.2,69.2,69.2,23.1,69.2,30.8,23.1,1,61.5
2.3,59.7,22.1,80.3,8.1,5.6,31.6,29.0,28.0,50.6,50.2,13.9,32.3,80.5,50.6,6.1,7.8,33.0,43.2,45.3,4.8,50.0,9.3,4.4,1,23.2
3.0,53.1,18.5,76.1,10.3,8.5,31.3,28.9,26.6,57.4,60.0,18.7,40.7,79.9,53.0,8.8,10.2,39.6,51.9,48.3,6.2,52.4,12.5,5.8,0,30.3
8.1,54.1,24.3,94.6,21.6,16.2,45.9,37.8,35.1,73.0,70.3,27.0,54.1,91.9,75.7,10.8,13.5,45.9,73.0,51.4,13.5,67.6,21.6,10.8,0,40.5
3.3,56.5,21.1,74.8,10.3,8.0,33.5,30.5,28.1,57.8,62.0,19.9,42.2,79.4,51.9,10.0,11.7,42.0,50.3,53.6,7.0,51.7,12.6,6.3,0,30.2
3.1,55.2,20.1,75.5,9.5,7.3,31.2,28.9,26.2,57.7,60.1,19.0,41.2,79.6,51.1,9.0,9.6,40.2,50.0,50.9,6.1,52.5,12.0,5.7,0,29.4
4.1,49.6,17.1,71.8,8.9,5.4,25.5,22.9,19.9,60.2,66.3,22.1,48.0,84.5,54.9,8.7,7.8,43.9,55.9,55.6,4.6,54.6,12.7,5.7,0,30.6
3.5,56.9,20.7,64.8,7.8,4.7,28.0,25.0,22.7,59.0,63.0,20.4,44.1,83.5,51.4,9.3,9.1,42.7,50.0,62.8,5.3,54.1,13.0,6.2,0,29.7
3.6,54.2,19.8,73.3,9.3,6.1,29.1,27.0,24.1,59.3,64.8,21.2,46.2,80.6,50.6,10.4,10.0,43.9,51.3,54.3,5.8,54.3,12.8,6.2,0,31.7
3.0,54.3,19.4,72.6,9.3,7.0,29.6,27.3,24.8,58.6,63.4,20.2,43.7,79.1,49.4,9.5,10.2,42.2,50.7,52.7,6.0,53.0,12.6,5.7,0,31.7
3.2,52.1,17.3,79.4,10.5,9.1,31.4,28.2,26.3,55.7,58.2,17.5,39.9,82.7,56.9,7.5,8.4,37.9,54.4,46.7,5.7,53.2,11.6,5.4,0,28.6
3.1,55.5,18.6,85.3,12.4,11.5,33.0,29.3,27.2,52.6,56.3,16.1,37.7,83.9,57.5,7.2,7.8,36.7,53.6,42.1,5.8,53.2,10.3,5.0,0,27.8
3.2,49.7,15.3,87.2,11.1,9.7,29.7,24.5,22.9,50.2,51.3,13.8,33.2,87.4,62.8,5.9,5.5,33.1,57.7,40.3,4.2,56.2,8.4,3.9,0,22.0
3.1,55.5,19.4,78.0,8.8,5.6,29.4,26.2,24.1,54.5,57.1,16.9,38.9,82.6,54.1,6.7,7.7,37.1,49.1,50.9,4.9,50.8,10.8,4.9,0,27.2
3.1,55.9,18.6,76.9,9.0,6.0,28.8,26.0,23.6,54.3,57.7,17.4,39.2,82.5,53.8,7.1,7.8,37.9,49.9,50.7,4.8,53.0,10.7,4.8,0,27.7
3.2,60.0,23.0,62.5,8.6,6.4,33.1,32.4,29.5,59.3,63.0,21.7,43.7,77.4,47.0,11.4,13.6,43.2,46.5,61.0,7.5,50.4,14.6,7.2,0,31.7
3.2,60.8,23.3,72.4,10.2,7.3,33.8,32.0,29.4,57.8,60.4,19.7,41.2,78.9,48.7,9.5,12.1,41.5,46.5,54.5,7.3,51.6,13.1,6.5,0,31.2
3.4,55.9,19.2,84.7,10.6,8.6,30.9,26.4,24.5,52.0,50.8,13.4,32.9,87.1,60.2,6.7,7.0,32.6,53.5,46.8,4.8,54.9,9.4,4.3,0,23.5
3.0,53.4,16.9,86.6,10.7,8.5,30.3,25.4,23.8,47.9,47.5,11.8,29.4,86.4,62.3,5.6,5.9,30.5,54.0,42.6,4.2,55.0,7.5,3.6,0,20.8
3.2,49.9,14.3,87.9,10.0,7.8,27.3,21.9,20.4,45.9,46.0,11.3,28.2,89.7,67.8,5.1,4.6,29.2,57.5,41.4,3.6,57.5,6.8,3.0,0,18.4
3.4,52.3,16.5,85.4,9.6,6.6,28.5,24.3,22.5,51.4,51.3,14.4,33.7,87.5,64.0,5.8,5.6,32.6,54.9,46.1,4.1,54.9,9.2,4.1,0,22.1
3.2,56.1,19.7,79.8,9.5,6.4,28.9,24.9,23.2,53.2,55.1,17.2,36.8,85.6,59.4,5.8,6.5,36.0,50.9,50.1,4.6,51.9,10.3,4.6,0,25.0
2.8,61.0,22.7,75.8,9.1,6.8,34.0,31.4,29.5,55.3,57.1,16.8,37.6,78.6,47.9,7.7,10.5,39.0,43.8,51.8,6.7,50.6,12.0,6.1,0,28.7
2.8,62.0,24.2,73.7,9.4,7.1,35.8,33.5,31.2,56.4,59.3,18.5,39.9,76.9,45.7,8.9,12.1,40.4,43.0,53.6,7.4,49.1,13.4,6.3,0,30.1
2.8,60.6,23.2,72.8,9.1,6.5,34.5,32.9,30.8,56.6,58.3,18.5,38.9,77.2,46.6,8.8,11.5,39.9,44.0,53.5,7.3,48.4,13.3,6.3,0,29.3
3.2,64.5,25.2,75.8,10.0,8.7,37.1,33.5,31.9,55.2,58.7,18.1,38.4,82.6,51.6,9.4,11.3,40.6,45.2,54.5,6.8,51.6,11.6,6.8,0,26.5
10.5,73.7,26.3,100.0,21.1,15.8,36.8,31.6,31.6,57.9,57.9,21.1,47.4,100.0,78.9,15.8,10.5,47.4,63.2,47.4,10.5,68.4,15.8,10.5,0,36.8
3.9,61.4,25.2,63.6,8.5,5.7,36.6,35.4,32.5,60.6,63.6,23.2,44.9,76.6,49.4,11.6,15.4,44.9,45.7,63.2,9.6,51.0,16.3,8.7,0,30.1
3.3,61.0,23.3,57.1,7.2,4.5,32.0,31.0,28.3,59.1,64.5,22.5,44.3,78.1,47.6,11.0,12.9,44.6,44.3,67.3,7.4,48.4,15.3,8.1,0,31.0
3.4,58.0,19.6,67.6,7.5,5.3,28.5,25.8,23.7,54.1,57.2,17.1,37.7,85.8,54.8,6.8,8.1,37.7,49.0,61.3,4.6,51.0,10.8,4.8,0,23.2
3.2,59.2,22.5,79.6,11.3,10.8,39.8,36.0,34.5,54.4,57.6,18.5,37.6,78.7,53.0,11.6,13.2,40.5,49.4,50.4,8.9,51.8,12.0,6.7,0,30.0
2.9,58.7,21.2,63.4,7.4,5.1,31.2,28.9,26.7,56.2,60.6,19.7,40.8,79.6,50.0,9.9,11.7,41.3,45.9,61.5,6.6,49.4,12.4,6.3,0,26.2
3.3,63.5,26.1,43.6,5.8,3.3,34.5,35.7,32.5,63.5,67.8,25.8,47.3,72.3,41.3,15.3,19.4,48.1,40.9,75.7,9.9,46.8,17.6,9.8,0,32.2
2.9,62.5,23.5,51.8,6.4,3.7,33.1,32.9,29.8,60.5,65.2,23.1,45.1,74.9,45.0,11.9,16.1,45.3,42.9,70.3,8.2,48.6,15.4,8.2,0,30.7
2.5,56.5,18.6,76.9,7.8,5.0,26.7,22.2,20.6,48.0,45.8,11.3,28.1,88.8,61.9,5.3,5.1,29.2,50.5,50.1,3.3,53.9,8.1,3.6,0,20.3
3.7,63.5,27.3,54.4,7.2,4.2,35.4,35.7,32.5,64.7,70.2,26.0,49.1,74.7,45.6,13.5,17.4,48.8,44.2,72.5,9.5,48.6,17.9,9.6,0,31.6
2.8,60.5,23.3,64.2,7.4,4.9,33.0,31.4,28.8,57.1,60.4,19.6,40.4,76.4,46.4,10.3,13.1,40.9,43.4,61.4,7.0,47.6,13.0,6.8,0,27.0
2.7,61.1,23.2,70.0,8.3,5.3,34.4,32.4,30.1,57.4,59.4,19.3,39.8,76.4,46.6,10.2,13.0,40.4,43.8,57.9,7.5,49.6,13.0,6.8,0,27.9
3.9,57.2,20.1,85.6,11.8,8.7,37.1,31.9,29.7,49.3,52.0,15.3,31.9,85.6,60.7,8.5,9.2,36.2,53.7,48.9,7.0,58.5,10.0,5.2,0,23.1
2.9,52.5,15.7,86.8,9.5,6.6,28.4,22.9,21.4,46.4,43.8,9.3,25.2,89.2,63.7,4.5,4.5,27.8,52.9,43.3,3.2,55.6,6.2,2.9,0,16.7
3.3,59.8,23.4,73.5,8.6,6.1,33.8,31.5,29.7,54.5,55.0,16.5,35.3,81.4,52.6,8.2,10.9,36.7,46.8,56.7,6.8,51.7,12.4,6.4,0,25.9
6.7,70.0,33.3,86.7,20.0,13.3,46.7,43.3,40.0,70.0,76.7,30.0,56.7,86.7,66.7,20.0,16.7,56.7,63.3,66.7,16.7,63.3,23.3,13.3,0,46.7
6.5,67.4,26.1,91.3,17.4,13.0,41.3,37.0,34.8,56.5,56.5,19.6,37.0,93.5,65.2,10.9,10.9,41.3,58.7,56.5,8.7,65.2,13.0,8.7,0,30.4
4.2,52.8,18.1,92.4,13.9,9.7,30.6,27.1,25.7,46.5,47.2,12.5,27.1,93.1,68.1,6.2,5.6,31.9,61.1,43.1,4.9,60.4,7.6,4.9,0,20.1
2.9,58.0,20.0,80.1,9.2,5.8,29.7,26.2,24.3,50.7,50.0,13.6,31.8,84.3,54.7,6.4,7.5,32.0,47.7,48.6,4.9,52.9,9.6,4.3,0,23.2
2.8,58.0,20.4,82.2,9.1,6.1,31.3,27.7,25.8,49.4,49.6,13.4,30.8,84.3,56.8,6.1,7.4,31.9,47.5,47.6,5.0,52.8,9.3,4.9,0,21.8
2.6,57.8,20.9,81.6,8.8,5.9,31.8,27.8,26.1,49.6,49.7,13.3,30.7,83.8,55.0,6.0,7.8,31.8,46.9,48.5,5.0,52.5,8.9,4.3,0,21.5
3.2,57.1,21.3,80.8,9.5,6.2,32.2,28.5,26.9,50.6,50.5,14.0,31.7,83.6,54.7,6.6,8.5,32.5,48.5,48.9,5.5,53.4,9.9,4.5,0,23.0
2.8,54.8,17.3,84.8,9.2,6.3,28.8,24.4,22.5,46.1,45.2,10.6,27.1,87.8,61.4,5.1,5.5,29.3,50.8,45.6,3.7,54.4,7.0,3.4,0,17.8
2.7,55.3,18.5,85.3,8.9,6.6,30.3,25.2,23.7,45.8,45.7,10.8,26.6,87.5,61.3,5.2,6.1,29.4,50.2,44.5,4.1,54.7,7.4,3.7,0,17.9
2.4,55.2,17.7,83.0,8.3,5.8,29.4,25.1,23.5,45.6,45.4,10.8,26.9,85.7,58.6,4.9,5.8,28.8,48.1,44.7,3.9,53.2,7.3,3.2,0,17.8
2.5,52.2,15.8,86.3,8.9,6.0,26.7,21.9,20.6,44.6,43.9,9.9,26.0,88.9,65.2,4.4,4.5,27.6,52.2,42.5,3.3,54.1,6.5,2.9,0,16.3
3.6,50.7,15.7,91.2,11.7,7.7,28.5,23.0,21.5,46.7,45.3,11.7,27.0,91.6,72.6,5.1,4.4,29.6,59.1,42.0,3.6,59.9,7.7,3.3,0,16.1
2.1,48.7,14.2,81.7,6.4,4.2,22.8,20.1,18.7,43.1,37.3,8.0,20.7,86.3,51.6,2.6,3.2,22.9,49.2,44.2,2.2,49.1,5.3,2.5,0,15.3
1.8,57.3,17.9,84.3,10.6,7.9,26.5,24.2,22.8,43.3,47.4,12.7,29.4,81.1,44.5,4.6,4.4,31.0,41.5,35.4,3.8,45.6,6.8,3.7,0,25.5
1.8,52.4,15.7,81.7,6.9,4.7,25.6,22.8,21.4,42.8,40.9,9.0,23.6,84.3,50.2,3.1,3.7,25.5,45.4,43.1,2.7,48.6,5.2,2.7,0,17.0
2.1,50.0,13.6,83.6,6.5,4.0,20.4,17.9,16.6,39.8,35.9,7.1,19.3,88.0,53.5,2.4,2.4,21.2,47.8,42.9,1.9,52.2,4.6,2.4,0,14.6
2.1,49.8,14.5,84.4,7.1,4.8,25.2,21.7,19.9,41.0,37.4,7.3,20.7,85.9,51.7,2.9,3.3,22.8,47.8,42.1,2.4,49.9,4.8,2.4,0,15.6
2.2,50.3,14.7,80.6,6.2,3.9,23.6,20.3,19.0,40.2,36.8,7.0,19.9,86.4,50.4,3.2,3.2,22.0,47.9,48.5,2.2,51.6,5.0,2.3,0,14.2
2.2,58.4,21.9,65.0,6.2,4.1,33.6,32.2,30.5,50.5,51.4,14.4,31.5,74.0,36.7,7.6,11.1,35.0,39.9,57.7,6.1,45.9,9.5,6.1,0,24.1
2.1,49.9,14.6,83.4,7.6,4.6,24.1,21.2,19.8,41.2,39.0,7.8,22.6,86.6,51.3,3.1,3.1,23.4,48.6,43.5,2.2,49.4,5.0,2.4,0,16.4
2.0,54.3,18.1,76.6,6.4,4.8,29.3,27.0,25.6,44.9,43.3,10.3,26.0,81.3,43.4,4.3,6.4,27.3,44.2,50.6,4.0,48.4,6.7,3.5,0,18.3
2.2,53.9,18.0,76.9,7.8,5.1,29.5,27.9,26.3,47.7,49.5,12.9,31.2,79.5,45.0,4.8,6.4,30.3,44.6,47.0,4.8,46.6,8.7,4.3,0,22.5
2.0,53.2,15.0,81.7,7.5,5.2,26.9,23.8,22.6,42.7,40.9,9.1,23.0,84.8,48.9,3.6,4.3,26.3,45.6,43.4,3.5,49.9,5.5,2.9,0,16.8
2.1,53.9,18.9,74.3,6.9,4.4,29.3,27.7,26.0,47.7,45.7,11.5,28.8,80.5,44.3,4.6,7.3,28.4,44.6,49.9,4.8,47.4,8.3,4.3,0,20.3
2.0,52.1,15.8,82.6,7.2,4.7,25.1,22.3,20.7,42.0,41.0,8.8,24.6,85.0,47.4,3.0,3.8,24.7,46.6,43.1,2.9,48.7,5.7,2.8,0,18.2
2.2,54.0,18.9,70.4,6.5,3.9,30.4,29.0,26.8,49.7,48.8,12.6,30.9,78.8,41.9,6.3,8.5,31.0,44.4,53.6,5.1,46.8,9.2,4.6,0,23.2
2.2,54.3,19.2,71.1,6.9,4.2,30.6,29.7,27.5,50.6,50.1,14.3,33.1,78.3,41.9,6.6,8.9,32.4,44.2,52.3,5.7,47.3,10.3,5.3,0,23.0
2.2,54.8,19.4,72.3,7.1,4.6,31.1,30.3,28.4,49.2,48.7,13.1,31.0,78.3,42.3,6.1,8.9,31.0,43.5,51.3,5.9,47.8,9.5,4.9,0,22.7
2.0,50.8,16.2,85.1,8.2,6.5,26.1,22.9,21.5,44.8,42.3,9.4,26.3,84.2,51.6,3.1,3.3,24.8,47.6,40.5,2.4,48.6,5.9,2.4,0,19.9
2.1,50.0,15.1,81.4,6.8,4.5,25.2,23.0,21.5,41.5,38.6,7.5,21.8,85.5,50.7,3.0,3.9,23.3,48.7,46.3,2.8,50.3,5.6,2.4,0,15.4
2.3,55.8,21.3,62.8,6.2,3.9,33.1,32.6,30.2,55.0,57.3,17.7,38.7,73.8,38.5,8.6,11.8,37.9,42.3,58.1,7.2,45.8,12.5,7.1,0,25.0
2.1,53.8,18.2,74.2,6.7,4.5,29.8,28.7,26.8,46.3,45.3,11.1,27.2,80.3,44.6,5.3,7.6,28.7,44.4,51.2,4.7,48.6,7.7,4.3,0,18.8
2.0,54.9,17.9,73.3,6.1,4.5,29.9,28.3,26.7,47.2,45.5,11.5,28.0,79.9,44.1,5.3,8.0,29.0,43.7,51.4,5.1,48.5,8.2,4.7,0,18.5
2.1,49.6,14.6,81.5,7.1,5.1,26.0,23.9,22.0,43.8,42.8,10.6,25.6,84.1,51.9,3.6,4.3,26.4,48.9,43.8,3.7,48.1,6.7,2.9,0,17.8
2.1,51.8,16.1,79.9,6.7,4.6,26.3,23.3,21.5,40.5,39.1,7.7,21.6,84.7,50.3,3.6,4.4,23.8,46.6,46.8,2.9,49.5,5.1,2.7,0,14.7
1.9,52.1,15.9,80.8,7.0,4.6,26.6,23.8,22.1,40.4,38.7,7.8,21.6,85.1,50.7,3.3,4.2,23.9,46.7,46.0,3.1,50.7,5.1,2.8,0,15.7
1.8,51.8,15.8,84.4,7.3,4.7,24.1,21.7,19.9,41.6,38.8,7.9,22.0,86.1,52.0,2.9,3.0,23.6,46.9,41.5,2.5,50.3,4.4,2.4,0,15.4
2.7,45.7,11.2,77.3,6.6,5.8,22.1,20.5,19.2,36.3,35.6,6.1,16.8,87.3,37.4,2.6,3.1,24.0,51.7,55.6,2.8,48.5,3.8,2.0,0,12.8
1.8,54.2,18.0,77.1,7.5,5.5,33.3,31.6,30.1,47.0,44.3,11.6,27.9,77.9,42.3,4.5,7.8,29.6,44.1,47.2,5.8,47.0,7.2,4.3,0,20.6
1.9,51.7,14.5,82.4,6.3,4.0,24.0,21.7,20.1,40.3,36.3,6.2,19.6,87.1,50.4,2.9,3.1,21.7,46.3,47.8,2.2,49.9,4.8,2.1,0,13.5
1.3,45.7,11.8,79.5,5.1,2.9,20.7,17.7,16.4,39.9,34.8,6.3,19.0,84.7,48.5,1.7,2.3,20.4,46.4,41.5,1.4,45.7,4.0,1.6,0,13.2
0.0,38.1,4.8,66.7,0.0,0.0,9.5,9.5,9.5,23.8,23.8,0.0,14.3,66.7,23.8,0.0,0.0,14.3,23.8,19.0,0.0,23.8,0.0,0.0,0,9.5
1.1,49.6,13.5,79.6,5.4,3.5,22.8,20.3,18.9,39.7,38.0,7.1,20.8,82.7,46.6,2.1,2.6,22.8,42.6,40.3,1.7,45.0,3.8,1.7,0,14.5
0.0,38.8,7.1,76.5,2.4,0.0,12.9,10.6,9.4,29.4,27.1,2.4,11.8,81.2,43.5,0.0,0.0,12.9,38.8,32.9,0.0,41.2,1.2,0.0,0,8.2
0.5,43.8,10.1,79.7,4.1,2.3,20.3,16.6,15.2,35.0,31.3,4.1,15.2,82.0,45.2,0.9,1.4,17.5,41.5,35.0,0.5,42.9,2.3,0.5,0,11.1
1.1,45.9,11.3,77.4,4.2,2.3,19.9,16.7,15.6,35.7,32.6,4.9,16.5,83.9,46.1,1.7,1.9,18.2,43.6,43.6,1.1,46.7,3.2,1.1,0,11.0
0.9,52.4,17.1,61.3,3.7,2.1,29.0,27.7,25.6,45.4,46.0,10.7,27.1,70.1,31.4,4.9,7.9,29.6,35.1,52.1,3.7,39.9,6.5,3.7,0,19.2
0.4,43.2,10.3,78.6,4.7,2.1,18.8,15.8,15.0,35.5,32.9,4.7,17.5,82.5,45.3,1.3,1.3,17.9,42.7,37.6,0.4,42.7,2.6,0.9,0,11.5
1.0,50.0,14.6,73.5,4.6,3.1,25.9,23.9,22.3,41.1,39.3,7.9,22.7,78.4,39.9,2.7,4.6,23.9,40.4,46.4,2.5,44.3,4.8,2.1,0,15.1
1.0,48.8,14.0,73.5,5.2,3.0,25.2,24.0,22.2,43.2,45.0,9.8,27.0,76.0,40.5,2.8,4.2,25.8,40.0,41.5,2.8,42.0,6.0,2.5,0,18.5
0.0,44.2,8.3,75.0,3.3,1.7,20.0,16.7,15.0,35.0,33.3,4.2,15.8,78.3,40.8,0.8,1.7,19.2,37.5,35.0,0.8,40.8,1.7,0.4,0,10.8
1.1,49.9,15.8,71.7,5.1,3.0,26.1,24.8,23.3,44.3,42.4,9.5,25.5,77.8,41.3,3.3,5.7,25.4,41.4,46.0,3.3,43.5,6.4,2.9,0,17.3
0.0,44.6,10.1,77.4,3.6,1.8,19.6,16.7,15.5,34.8,33.9,4.8,17.9,79.8,41.1,0.6,1.2,18.5,39.3,36.3,0.6,41.1,2.4,0.6,0,12.5
1.0,48.9,15.0,66.7,4.3,2.1,26.1,24.9,23.3,45.4,44.2,9.5,26.6,75.1,37.8,4.0,6.2,26.6,40.1,48.3,3.3,41.3,6.7,2.9,0,19.0
1.3,50.8,16.6,69.0,5.4,3.1,28.0,27.1,25.4,48.0,47.2,11.8,29.8,76.1,39.8,5.0,7.3,29.5,41.3,49.0,4.3,43.8,8.7,4.1,0,20.3
1.2,50.5,16.1,69.4,5.2,3.3,28.2,27.3,25.3,45.7,45.0,10.3,27.4,75.6,39.2,4.2,6.7,27.6,40.2,47.4,4.2,43.3,7.5,3.3,0,19.2
0.0,40.9,9.7,78.5,3.2,2.2,18.3,15.1,14.0,35.5,32.3,4.3,17.2,77.4,41.9,0.0,0.0,16.1,37.6,31.2,0.0,37.6,2.2,0.0,0,11.8
